,Unnamed: 0,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,price
8806,8806,11096,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,Scullers Women Stripes Purple Sweaters,1177
8807,8807,32214,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Fabindia Women Printed Black Kurta,1416
8808,8808,37766,Men,Apparel,Topwear,Shirts,Orange,Summer,2012.0,Casual,John Players Men Check Orange Shirt,4568
8809,8809,4061,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Myntra Men's Radio Head Yellow T-shirt,1611
8810,8810,45346,Women,Footwear,Shoes,Heels,White,Summer,2016.0,Casual,Cobblerz Women White Sandals,1752
8811,8811,59719,Women,Apparel,Innerwear,Bra,Blue,Summer,2014.0,Casual,Avirate Blue Bra,4254
8812,8812,15436,Women,Accessories,Bags,Handbags,Maroon,Fall,2011.0,Casual,Hidekraft Women Leather Maroon Handbags,3092
8813,8813,51574,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Watch,3360
8814,8814,35031,Women,Accessories,Stoles,Stoles,Blue,Summer,2012.0,Casual,Fabindia Women Blue Stole,4520
8815,8815,6736,Men,Footwear,Sandal,Sandals,Black,Winter,2011.0,Casual,Puma Men Photon Black Floater,3277
8816,8816,47411,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Purple Bag,3338
8817,8817,17361,Men,Accessories,Accessories,Accessory Gift Set,Purple,Fall,2011.0,Formal,Arrow Men Formal Purple Tie+Cufflink+Pocket square - Combo Pack,4607
8818,8818,23154,Men,Apparel,Topwear,Tshirts,Off White,Fall,2011.0,Casual,Mark Taylor Men Off White Printed T-shirt,3249
8819,8819,26426,Women,Accessories,Bags,Handbags,Bronze,Summer,2012.0,Casual,Spice Art Women Leatherette Bronze Handbag,4553
8820,8820,12613,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Ed Hardy Men Printed Black Tshirts,4501
8821,8821,30543,Unisex,Accessories,Socks,Socks,Black,Summer,2012.0,Sports,Nike Unisex Pack of 3 Socks,2825
8822,8822,2396,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Black Men Casual Shoe,669
8823,8823,23968,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Peter England Men Purple Casual T-shirt,3175
8824,8824,48459,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,French Connection Men Blue Striped Shorts,4003
8825,8825,35203,Unisex,Accessories,Bags,Backpacks,Red,Summer,2015.0,Casual,Wildcraft Unisex Red & Black Backpack,3429
8826,8826,16081,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Mayhem Women Gradient Sunglasses MAYS-9003-202,579
8827,8827,50694,Men,Apparel,Innerwear,Trunk,Blue,Summer,2016.0,Casual,Chromozome Men Blue Trunks,2438
8828,8828,17153,Men,Apparel,Topwear,Jackets,Khaki,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Lt.khaki Jacket,3464
8829,8829,6504,Men,Apparel,Topwear,Jackets,Blue,Summer,2011.0,Casual,ADIDAS Men Wind Sky Blue Jacket,1361
8830,8830,18927,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Levi's Men Flock Print Purple Tshirt,2713
8831,8831,47623,Women,Footwear,Shoes,Heels,Black,Fall,2014.0,Casual,Portia Women Black Flats,2719
8832,8832,26614,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Men Complete Itana 2 Black Sports Shoes,1378
8833,8833,12421,Women,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,Timberland Women Casual Beige Casual Shoes,4392
8834,8834,30771,Men,Apparel,Topwear,Kurtas,Rust,Summer,2012.0,Ethnic,Fabindia Men Rust Tussar Silk Kurta,2733
8835,8835,24143,Men,Apparel,Topwear,Tshirts,Grey,Spring,2012.0,Casual,ADIDAS Men Printed Grey T-shirt,3257
8836,8836,10376,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Printed Blue Tshirts,2945
8837,8837,40406,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Tonga Women Black & Grey Top,2157
8838,8838,32026,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Playboy Men Multi Coloured Socks,4895
8840,8840,5381,Women,Footwear,Shoes,Sports Shoes,Purple,Fall,2011.0,Sports,Quechua Arpenaz 200 L,2399
8841,8841,53011,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,4979
8842,8842,15604,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Bsktbll Black T-Shirts,4949
8843,8843,21431,Women,Apparel,Bottomwear,Shorts,White,Winter,2012.0,Casual,Roxy Women White Shorts,3889
8844,8844,4253,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Probase Men's Crack Print Ghost Buster Brown T-shirt,904
8845,8845,36486,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Spinn Men Newport Black Shoes,2874
8846,8846,45174,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO ENTICER Men Black Dial Analogue Watch A582,4035
8847,8847,17537,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Formal,Mark Taylor Men Yellow & Blue Striped Shirt,2561
8848,8848,9914,Women,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Puma Women Core Lite Shopper Black Bags,2375
8849,8849,23702,Men,Accessories,Eyewear,Sunglasses,Orange,Winter,2016.0,Casual,Rayban Men Orange New Wayfarer Sunglasses,1924
8850,8850,6160,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Lee Men's Striper Black White T-shirt,4115
8851,8851,47247,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Playboy Men Blue Canvas Shoes,3554
8852,8852,46395,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue & White Check Shirt,3939
8853,8853,12879,Men,Footwear,Shoes,Formal Shoes,Black,Spring,2012.0,Formal,Provogue Men Formal Black Formal Shoes,708
8854,8854,35667,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2013.0,Casual,U.S. Polo Assn. Men Brown Flip Flops,1033
8855,8855,29238,Men,Footwear,Shoes,Sports Shoes,White,Fall,2013.0,Sports,ADIDAS Men 22YDS Trainer White Sports Shoes,3131
8856,8856,51322,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2015.0,Casual,Wildcraft Unisex Grey & Black Laptop Backpack,4016
8857,8857,30315,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Red T-shirt,4595
8858,8858,9128,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Puma Men Bolt Faas 400 Silver Sports Shoes,3842
8859,8859,13197,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men Axis White Sports Shoes,1444
8860,8860,54650,Women,Accessories,Watches,Watches,Red,Winter,2016.0,Casual,Fastrack Women White Dial Watch,3712
8861,8861,12045,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Spykar Men Solid Black Shirts,948
8862,8862,3412,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Myntra Mens Hard work never killed anyone T-shirt,3039
8863,8863,59973,Women,Apparel,Dress,Dresses,Navy Blue,Fall,2012.0,Casual,Avirate Women Navy Blue Dress,574
8864,8864,56107,Women,Personal Care,Lips,Lip Gloss,Red,Spring,2017.0,Casual,Colorbar Star Metal Assertive Lip Gloss 002,677
8865,8865,24527,Men,Apparel,Topwear,Shirts,Olive,Fall,2011.0,Casual,Mother Earth Men Olive Shirt,2237
8866,8866,10712,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Nike Women Casual short sleeve tshirt Blue Tshirts,1054
8867,8867,40062,Unisex,Accessories,Headwear,Caps,Orange,Summer,2012.0,Casual,ADIDAS Unisex Orange Cap,4303
8868,8868,33590,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Wrangler Men Urban Folk Polo Navy Blue T-shirt,2603
8869,8869,38178,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Miami Blues Women Sunglasses,3139
8870,8870,15260,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,ADIDAS Originals Women Rekapi Black Casual Shoes,4699
8871,8871,39896,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,ADIDAS Women Blue Adi Light Sports Shoes,1854
8872,8872,21055,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Clarks Men Black Vine Call Sandals,1693
8873,8873,4637,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Women Phantom Low White Red Grey Shoe,3527
8874,8874,20187,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Solid Chambray Blue Shirt,866
8875,8875,38944,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini and Jony Girls Printed White Top,3292
8876,8876,53475,Women,Apparel,Innerwear,Bra,Pink,Summer,2017.0,Casual,Amante Pink Full-Coverage Bra BCSB01,4053
8877,8877,56335,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Watch,2068
8878,8878,39298,Men,Footwear,Sandal,Sandals,Brown,Winter,2018.0,Casual,Red Chief Men Brown Sandals,3382
8879,8879,41382,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Wrangler Women Blossom Pink Top,4458
8880,8880,24715,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,Puma Men Alizona Navy Blue Flip Flops,2397
8881,8881,4405,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Nirvana Men's Shoulder Fade Black T-shirt,2255
8882,8882,15052,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Black Formal Shoe,4076
8883,8883,52795,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,JAG Men Chocolate Brown Leather Wallet,861
8884,8884,37302,Women,Accessories,Watches,Watches,Off White,Winter,2016.0,Casual,Casio Enticer Women Off-White Multi-Dial Watch LTP-2083L-4AVDF(A532),1554
8885,8885,6352,Unisex,Footwear,Sandal,Sandals,Navy Blue,Summer,2011.0,Casual,Crocs Kids Navy Clogs,2361
8886,8886,34587,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Tonga Women Pink Printed Top,1395
8887,8887,47075,Women,Apparel,Bottomwear,Patiala,Red,Fall,2012.0,Ethnic,Shree Women Red & Black Patiala,1948
8888,8888,17705,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Vans unisex Era Black Casual Shoes,2550
8889,8889,48801,Women,Accessories,Jewellery,Pendant,Silver,Summer,2015.0,Casual,Lucera Women Silver Pendant,971
8890,8890,23530,Men,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017.0,Casual,DKNY Men Red Delicious Perfume,1289
8891,8891,35455,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Doodle Boys Printed Blue T-shirt,3011
8892,8892,30127,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Flying Machine Men Green Polo T-shirt,2210
8893,8893,3620,Women,Footwear,Flip Flops,Flip Flops,Green,Summer,2011.0,Casual,Puma Women's Coral Green White Flip Flop,623
8894,8894,26042,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men White Shirt,2886
8895,8895,12277,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Genesis Men Stripes Black Shirts,1530
8896,8896,50204,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Stoln Women Black Sunglasses,1426
8897,8897,6194,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,UCB Men's Logo Chest white T-shirt,3547
8898,8898,46361,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Locomotive Men Navy Blue Check Shirt,4197
8899,8899,35693,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,U.S. Polo Assn. Men Navy Blue Shoes,1450
8900,8900,7046,Men,Footwear,Shoes,Casual Shoes,Beige,Summer,2011.0,Casual,Numero Uno Men's Beige Shoe,3485
8901,8901,22624,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Men Solid White T-shirt,2002
8902,8902,8832,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Spykar Men Rts Grey White Pullover Grey Sweaters,1149
8903,8903,16411,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Levis Men Check Navy Blue Shirts,3072
8904,8904,43613,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Angry Birds Men Blue T-shirt,2300
8905,8905,13163,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Skechers Women Silver Coloured Shoes,1529
8906,8906,27356,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Tantra Men 50 Bubbles White T-shirt,4767
8907,8907,26284,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Proline Men Yellow T-shirt with Printed Detail,2624
8908,8908,19459,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Quiksilver Men Basic Grey T-shirt,565
8909,8909,49329,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Watch NY8284,4895
8910,8910,31233,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Puma Men Navy Blue and White Striped Polo neck T-shirt,4023
8911,8911,59987,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Black Dress,705
8912,8912,41144,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Allen Solly Woman Pink Top,1245
8913,8913,11634,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Rod Silver Black Watches,2739
8914,8914,25401,Men,Accessories,Mufflers,Mufflers,Red,Summer,2012.0,Casual,Nike Men Red & Blue FCB Muffler,3348
8915,8915,57021,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Jockey MC Men Black Rio Briefs 8033,1250
8916,8916,40096,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue T-shirt,3452
8917,8917,58855,Men,Accessories,Cufflinks,Cufflinks,Red,Summer,2012.0,Casual,Hakashi Men Red Cufflinks,3539
8918,8918,33564,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Wrangler Women Butterfly White T-shirt,3465
8919,8919,39862,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Polo Black T-Shirt,3730
8920,8920,52553,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans,3486
8921,8921,15294,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,ADIDAS Originals Unisex ST Bpack GR Black Backpacks,1103
8922,8922,36016,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,OTLS Men Black Leather Belt,2336
8923,8923,44436,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013.0,Casual,Gliders Men Grey Shoes,4793
8924,8924,20173,Men,Apparel,Topwear,Shirts,Purple,Winter,2011.0,Casual,Wrangler Men Dark Purple Shirt,1940
8925,8925,14346,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Dunk High Black Sports Shoes,702
8926,8926,11406,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,United Colors Of Benetton Men Light Winter Blue T-Shirts,3840
8927,8927,25633,Women,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Fastrack Women Silver Dial Watch,3193
8928,8928,41376,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Wrangler Women Kelly Blue Top,2425
8929,8929,14948,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Status Quo Men Stripes Maroon Tshirts,1616
8930,8930,33756,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Vero Moda Women Black Top,525
8931,8931,57213,Women,Apparel,Bottomwear,Jeggings,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Jeggings,1933
8932,8932,36224,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Chukka Go Suede Black Shoes,2075
8933,8933,21293,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Celine Dion Women Black Frame Sunglasses,1894
8934,8934,20341,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Proline Men Solid Grey Sweatshirt,2731
8935,8935,44604,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Formal,Van Heusen Men Brown Wallet,2039
8936,8936,34573,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tonga Women White Top,3486
8937,8937,27958,Men,Apparel,Innerwear,Trunk,Green,Winter,2016.0,Casual,Jockey Sport Performance  Men Green Trunks SP04,3318
8938,8938,50036,Women,Apparel,Innerwear,Bra,Skin,Winter,2015.0,Casual,Hanes Women Skin Coloured Ultimate Wirefree Bra 83Z9PG449-004-PL,1638
8939,8939,49927,Women,Apparel,Saree,Sarees,Beige,Fall,2012.0,Ethnic,Fabindia Beige Hand Printed Sari,2518
8940,8940,16623,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Casual,Probase Men Solid Brown Trouser,1708
8941,8941,46153,Women,Accessories,Jewellery,Necklace and Chains,Brown,Winter,2015.0,Ethnic,Adrika Brown Necklace,1462
8942,8942,54496,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Lino Perros Women Black Handbag,3389
8943,8943,13351,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Spykar Women Washed Black Jeans,1658
8944,8944,27164,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt,933
8945,8945,2706,Girls,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Disney Kids Girl's Pink Pooh Kidswear,4506
8946,8946,28910,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,BIBA Women White Kurta,2935
8947,8947,43421,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Spykar Men Navy Blue Jeans,4628
8948,8948,55544,Women,Personal Care,Makeup,Kajal and Eyeliner,Green,Spring,2017.0,Casual,Revlon Colorstay One-Stroke Defining Glazed Green Eye Pencil,3230
8949,8949,24385,Women,Apparel,Topwear,Kurtas,Off White,Fall,2011.0,Ethnic,Folklore Women Off White Printed Kurta,608
8950,8950,57677,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,Casual,Lotus Herbals Whiteglow Skin Whitening & Brightening Creme,1410
8951,8951,11062,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,John Miller Men Solid Light Maroon Shirts,1480
8952,8952,25257,Women,Accessories,Bags,Handbags,Tan,Summer,2012.0,Casual,Lino Perros Women Leatherette Tan Handbag,4787
8953,8953,39608,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women White Heels,3467
8954,8954,41712,Women,Footwear,Shoes,Heels,Teal,Winter,2012.0,Casual,Catwalk Women Teal Wedges,1091
8955,8955,14510,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Aqua Green & White Striped Shirt,1620
8956,8956,37792,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Players Men Gingham Blue Shirt,3206
8957,8957,5147,Women,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Wrangler Women Ditsy Polka Red Shirt,4061
8958,8958,4095,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Classic Polo Men's Black With White Stripes T-shirt,3112
8959,8959,52305,Women,Accessories,Jewellery,Necklace and Chains,Blue,Winter,2016.0,Casual,ToniQ Women Blue Beaded Necklace,908
8960,8960,22072,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Vishudh Women Printed Green Kurta,3690
8961,8961,46537,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Timex Women White Dial Watch,1734
8962,8962,7610,Men,Accessories,Bags,Messenger Bag,Brown,Summer,2011.0,Casual,Wrangler Men Chocolate Canvas Bag,625
8963,8963,34117,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Doodle Girls Washed Blue Shorts,620
8964,8964,17395,Men,Accessories,Socks,Socks,Brown,Summer,2016.0,Casual,Reid & Taylor Men Stripes Brown Socks,2436
8965,8965,50452,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Chromozome Men Blue & Green Pack of 2 Briefs,695
8966,8966,43879,Men,Footwear,Shoes,Casual Shoes,Beige,Summer,2012.0,Casual,Puma Men Beige Terrae Mid Africa Shoes,3010
8967,8967,28548,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men White T-shirt,1352
8968,8968,42197,Women,Apparel,Topwear,Tunics,Navy Blue,Summer,2012.0,Casual,Sepia Women Navy Blue Tunic,3789
8969,8969,8658,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Unisex Rectangular Sunglasses FTML005GLBR2,1450
8970,8970,31465,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Training Blue T-shirt,2641
8971,8971,55120,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Lakme Truewear Color Crush Nail Polish 20,3265
8972,8972,13735,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Belmonte Men Stripes Green Shirts,764
8973,8973,27500,Women,Apparel,Innerwear,Camisoles,Blue,Winter,2015.0,Casual,Jockey Women Blue Camisole,4972
8974,8974,2362,Unisex,Accessories,Headwear,Caps,Black,Summer,2011.0,Sports,ADIDAS Black Cap,4803
8975,8975,43045,Men,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Nike Men Pink Shorts,4782
8976,8976,46705,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Rasasi Women Bubbly Gal Perfume,4218
8977,8977,19801,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Blue Tshirt,1005
8978,8978,7422,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Ethnic,W Women Mandarin Neck Full Sleeve White Top,2952
8979,8979,22240,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,ID Men Black Casual Shoes,2162
8980,8980,16075,Unisex,Accessories,Bags,Laptop Bag,Black,Fall,2011.0,Casual,Belkin Unisex Stealth Slip Case Black Laptop Bag,3144
8981,8981,50660,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2016.0,Sports,Chromozome Men Black Lounge Pants,2360
8982,8982,34325,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Street Moving Fusion Red T-shirt,3653
8983,8983,3082,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Probase Men's Cartoon Navy T-shirt,1224
8984,8984,16849,Unisex,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Idee Unisex Funky Eyewear Green Sunglasses,1159
8985,8985,31657,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Indigo Nation Men Printed Black Shirt,4470
8986,8986,2150,Men,Apparel,Topwear,Tshirts,White,Spring,2011.0,Casual,Basics Men Yellow Striped Polo T-shirt,1274
8987,8987,30785,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Men Printed Blue Kurta,953
8988,8988,43277,Women,Accessories,Bags,Handbags,Lavender,Winter,2012.0,Casual,Murcia Women Lavender Handbag,3371
8989,8989,13507,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Chimp Men Smart Ass Green Tshirts,3218
8990,8990,27732,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Brown Handbag,3289
8991,8991,57445,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Angry Birds Women Pink T-shirt,2132
8992,8992,10382,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Grey Top,2386
8993,8993,33100,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats,1631
8994,8994,41520,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Basics Men Aviator Sunglasses,3312
8995,8995,11250,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,John Miller Men White Striped Blue Shirt,1891
8996,8996,56597,Women,Personal Care,Eyes,Kajal and Eyeliner,Black,Spring,2017.0,Casual,Streetwear Stay On Onyx Eye Pencil 03,1896
8997,8997,25065,Men,Accessories,Accessories,Accessory Gift Set,Brown,Winter,2015.0,Formal,Lino Perros Men Formal Brown Accessory Gift Set,2943
8998,8998,44052,Men,Personal Care,Fragrance,Perfume and Body Mist,Silver,Spring,2017.0,Casual,Boss Men Collector's Edition Perfume,3299
8999,8999,5375,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Quechua Jawar 5.0 Lady Blue,3979
9000,9000,20517,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Baggit Women Turnoff Taj Brown Handbag,1781
9001,9001,14722,Women,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers For Her Women Casual Shirt Black Shirts,4407
9002,9002,52137,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Femella Women Black Polo T-Shirt,2545
9003,9003,36472,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Aurelia Women Dobby Green Kurta,1336
9004,9004,25859,Unisex,Accessories,Bags,Laptop Bag,Black,Winter,2015.0,Casual,American Tourister Unisex Speedair Black Small Laptop Bag,789
9005,9005,16088,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,M tv Men My Fab Eyewear Black Sunglasses,1360
9006,9006,3843,Women,Footwear,Shoes,Flats,Gold,Summer,2011.0,Casual,Crocs Women Lady Gold Sandal,1456
9007,9007,29655,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Indigo Nation Men Grey Striped Shirt,4074
9008,9008,48662,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012.0,Casual,Lucera Women Silver Earrings,839
9009,9009,17966,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Women Sasha White Casual Shoe,1548
9010,9010,30778,Men,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Fabindia Men Khadi Green Kurta,1198
9011,9011,9545,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Nike Men Grey T-shirt,974
9012,9012,12428,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Casual Brown Casual Shoes,4698
9013,9013,8497,Women,Apparel,Bottomwear,Skirts,Cream,Fall,2011.0,Casual,Forever New Women Cameo Skirt Cream Skirts,2216
